FileName,ExtractedText,Misogyny,Objectification,Prejudice,Humiliation
1171_M_pic_23.jpg,जज साहब!.....आज वो छोरी॰ रास्ते में गोबर थापती दिखी. जिसने अपनी फेसबुक प्रोफ़ाइल में लिख रखा L dont work - Ow 0 Princess,1,0,1,1
2303_NM_pic.jpg,Ye monkey ke Bachhe ka kucb karna padega,0,0,0,0
887_M_pic_1.jpg,PdiiaFon IKSTAY Hmare Badhe Badhe Bowlers ka Samna kese kroge 6,1,1,0,0
1231_NM_pic.jpg,Without Beard With Beard Rahul Saab Surya kumar yadav bhai world cup pr focus kro photoshoot pr nhi,0,0,0,0
1272_M_pic_20.jpg,OMG! Yesss Will you destroy life? Adultgasm my,1,0,1,0
1358_M_pic_1.jpg,$ Shubham Pal Lagta hai ladki badi hokar cricketer bnegi iSiliye ball pe sign krne kI practice kar rhi,1,1,0,0
780_NM_pic.jpg,Ye sath ek chhota sa pankhua hal Wo udhar camera ki taraf dekh karhath hila djfye apke,0,0,0,0
1124_M_pic_2.jpg,हरथहिलाका जिसको किऐैबिना हरयहिलाखुदको चुगली॰,1,0,1,0
70_NM_pic.jpg,After talking to your best-friend and giving him 3-4 gaalis You be like Ab Jaake Aaya Mere Bechain Oil Ko Karaar..,0,0,0,0
2384_NM_pic.jpg,Tu wahi hai na jiska koi friend nhi hai,0,0,0,0
486_NM_pic.jpg,AOARSHWOOIMEMES Aao,0,0,0,0
294_M_pic_10.jpg,The Daniels The Daniels kids Want Real Men Want NO.7 WHISKEY JNK,1,1,0,0
1215_NM_pic.jpg,Yehin Hagenge Hum,0,0,0,0
5_M_pic_12.jpg,Tne FUIIMaza,1,1,1,0
621_M_pic_12.jpg,Bhai dekh kaise Aajkal famous hone ke liyai sb apni videos le *ked karwa rahai hai,1,1,1,0
757_NM_pic.jpg,Finally He Found His Baspan Ka Pyaal,0,0,0,0
128_NM_pic.jpg,bops/girls vith goldtn hair My Brain: Chapri Chapri,0,0,0,0
2134_NM_pic.jpg,daddy this is mom 's friend who buys me chips,0,0,0,0
2179_NM_pic.jpg,The permanent booking that wanted NENE CENTR,0,0,0,0
975_NM_pic.jpg,Bail mil gayi? Bail to sabko mil jaati hai Sab ko nahi milti Aryaan,0,0,0,0
1795_M_pic_20.jpg,Indian girls in India Indian girls in Africa,1,0,1,0
2135_NM_pic.jpg,Davghter pet Dad Davghter then boyiriend Dad,0,0,0,0
1524_M_pic_2.jpg,"काजू कितने भी स्वादिष्ट क्यों ना हों , वो पोहे में मूंगफली की जगह नहीं ले सकते , इसी प्रकार पडोसन भी कितनी भी सुंदर हो, वो पत्नी की जगह कभी नही ले सकती|",1,0,1,0
1929_M_pic_10.jpg,Happy New yeor new FEW MOMENTS LATER Hoppy year,1,1,0,0
1388_M_pic_2.jpg,main to karungi hi cheat kyun ke main ladiez hu ZEE,1,0,1,0
1365_M_pic_2.jpg,Jatin Gupta Kya faida etni exercise k jbb tum apne pairo se break hi na laga Sako Ieg,1,0,1,0
2207_M_pic_1.jpg,MO9 Producer of serial Bade achhe lagate hai,1,1,0,0
1871_NM_pic.jpg,me thte b gole,0,0,0,0
392_NM_pic.jpg,Bina Neha kakkar hamara music industry kuch nahi hai Other musicions Bolne de bechari ko Usiी ke gaane pe naachti hai,0,0,0,0
1320_NM_pic.jpg,Othes Peiol १००२ Me with cycle,0,0,0,0
933_NM_pic.jpg,"she is so Rich, wow! SAHU| $ Aur mujhe lagta tha ye ladka hai Just now Like Reply",0,0,0,0
336_M_pic_2.jpg,Main Ghunghat Uttha Kar Chehra Dekh Lun ??? Han Par Dekh ke Delete kar Dena,1,0,1,0
1958_M_pic_12.jpg,Mujhe Igta tha ki followers acha content dekhkar bade hn. Lekin tumne mujhe galat sabit kar diya. shibu heyy,1,1,1,0
922_M_pic_2.jpg,"मेरे मित्र का परिवार बच्चा रोता नर्ही, और बीवी कुछ मांगती नही सुखी",1,0,1,0
1042_M_pic_2.jpg,SAB KUCH TRYKARO PHIR SAH CHUNO.,1,0,1,0
2141_NM_pic.jpg,If Ronaido was Dom in Dinar,0,0,0,0
1008_NM_pic.jpg,ONLY १.५ MONTH LEFT FOR 2022,0,0,0,0
1137_M_pic_3.jpg,शादी करूँगी तो बस PUBG खेलने वालों लड़को से अब बताओं कौन कौन खेलते हैं PURC,1,0,0,1
1823_M_pic_1.jpg,क्या लडकियां गांड मरवाना पसंद करती है Like Reply Abhi Rathore Ladkiyo ka to pta nhi but mujhe to bhaut pasand h gand marwana Reply,1,1,0,0
2164_M_pic_2.jpg,No examiner can dare check there,1,0,1,0
2128_NM_pic.jpg,"Kitni ajeeb hai mere andar Ki tanhai bhi, Hazaaro apne hai magar Yaad tum hi aate ho..!!",0,0,0,0
1585_NM_pic.jpg,Bhai banoge?,0,0,0,0
888_M_pic_2.jpg,"meri hai ""m sotty"" galti",1,0,1,0
289_NM_pic.jpg,Sufiyan Shaikh In India we don t have experts We have Haan Malum Hai Chat Apne Baap Ko Mat Sikha,0,0,0,0
49_NM_pic.jpg,Everyone sending me BINOD memes Me Ihodant Evenk७wtu its ),0,0,0,0
2403_NM_pic.jpg,कुकर देखकर पहले फिर मैंने 2 कुकर धोया..,0,0,0,0
52_M_pic_10.jpg,SOME MEMES DO NOT REQUIRE CAPTIONS C,1,1,0,0
556_NM_pic.jpg,GliedQo To Aish,0,0,0,0
1004_NM_pic.jpg,"Na kbodळC jeet raha, nabume Jeetne de raha!",0,0,0,0
1815_NM_pic.jpg,"पति- तुम ऐसी रोटी बना सकती हो जैसा मेरी मां पकाती थी पत्नी - क्यों नहीं , बस तुम वैसा आटा गूथ दो जैसा पिताजी गूंथा करते थे तुम्हारे",0,0,0,0
1424_M_pic_3.jpg,This is called PARIBORTAN Pahle hum PARI jaisa thaa ab BORTON jaisa ho gaya,1,0,0,1
1328_M_pic_1.jpg,In 3 main farkbatao Call girl Girlfriend Wife ....? Madam ji Prepaid Postpaid 0 Onimited Tu bahar Nikal Bsdk main aarehi hun !!,1,1,0,0
604_NM_pic.jpg,"Nobody Mom : Koi Baat Nahi, Agle Saal Ekdum Fit Honge Ye Shoes Me My",0,0,0,0
1356_M_pic_1.jpg,Cobindम Ro Abba mereko Oha MACHO chaddi chahfye iss pufa malळ MACHo,1,1,0,0
1512_NM_pic.jpg,पूरे ३० Sec लगे इस तस्वीर को समझने में,0,0,0,0
2202_M_pic_1.jpg,Mens Weakness,1,1,0,0
1061_M_pic_12.jpg,The message is Clear. Kamao bSdk,1,1,1,0
1155_NM_pic.jpg,Relative : Beta Ek Samosa Tum Bhi Le Lo,0,0,0,0
1636_M_pic_1.jpg,"0 Black"" Ya Pink"".??",1,1,0,0
329_M_pic_1.jpg,२नो में से एक मिले तो क्या लोगे Car या GIRL,1,1,0,0
1441_M_pic_1.jpg,"pooja pOOnam @ Khurafati Jokes एक pooja नाम की लडकी थी, वो pOOnam जलती थी.. क्यूं ? समझदार लोग कमेंट करे, से बहुत",1,1,0,0
1414_NM_pic.jpg,Ek aisi horror movie suggest karo Jise dekh kar meri rooh kanp jaye,0,0,0,0
1160_M_pic_3.jpg,eChat HAL VISHWAKARMA नाम चम्पाकली उम फाम गोबर उठाना ख्वाहीश शादी करुगी तो सिर्फ मेसेज पडने वाते से (अगर पड के मुस्कुराया तो रिश्ता पक्का),1,0,0,1
789_M_pic_2.jpg,HUSBAND: MUUIE EK HAFTE KI CHUTTI MILI HAI @Doublemean,1,0,1,0
210_M_pic_2.jpg,Jidhar pyare pyire ladke udhar hi meri nazar २० 0०,1,0,1,0
2535_M_pic_23.jpg,Girls After Using Fb First Time Bf Kidr Hay! Junaidll,1,0,1,1
2573_M_pic_1.jpg,,1,1,0,0
1248_NM_pic.jpg,When your ex is injoying the mela and you are malik of mela.,0,0,0,0
2019_NM_pic.jpg,The Bongo chele @NathDipayan Exams dates got announced Students to corona virus: kya Mrrus banega re दu,0,0,0,0
493_NM_pic.jpg,"When | entered in classroom & Suddenly Classmates ""Aaj check hone wali hai Me say Copy",0,0,0,0
2465_M_pic_1.jpg,Doublemeaning.in Kya Nazaraa hota Ugar,1,1,0,0
60_M_pic_2.jpg,FOREIGYSERIAL ITS OK LETS BRUIKUP IYDIAYSERIAL KII I,1,0,1,0
1141_M_pic_1.jpg,Dushman Khud hi Hathiyar Fake dega Jatin Gupta Jung to fir bhi hogi bs hathiyar badal jayenge,1,1,0,0
1392_NM_pic.jpg,Hi !,0,0,0,0
2493_M_pic_2.jpg,After successfully penetrating myself with my Iwo Fingers and releasing that lust kept inside,1,0,1,0
821_M_pic_1.jpg,Sab kuch Pink,1,1,0,0
2399_M_pic_10.jpg,He: Give me two good reason not to break up. She:,1,1,0,0
1615_NM_pic.jpg,हाइट वज़न उम्र कलर कुछ फर्क नही करता अगर तुम एक करोडपति हो तो,0,0,0,0
2011_NM_pic.jpg,*EARTHQUAKE Tum kab aye? *CORONA Sabse mai hi to aya tha sip pehle,0,0,0,0
1921_M_pic_2.jpg,Girls after losing kid for one Boys after losing milion kids everyday day,1,0,1,0
1618_NM_pic.jpg,महेंगाई की असली वजह,0,0,0,0
6_NM_pic.jpg,Dad aaj yoga hai thoda yoga karle! day,0,0,0,0
78_M_pic_3.jpg,अपना Attitude उस लेवल का है जिसे देखते ही सब लड़को की फट जाती है Ho gaya tera??? Ab nikal bhootni kahiki,1,0,0,1
1670_NM_pic.jpg,life blessinos Long Love,0,0,0,0
233_NM_pic.jpg,Frnd Bhai tu itne thand me v kaise naha leta hai ? Le me Aise Memer Golu,0,0,0,0
736_NM_pic.jpg,"Someone: How unlucky you are ?? Me: Jab mere school jane ka time ata barish ruk jati thi !! 0 tha,",0,0,0,0
1047_M_pic_1.jpg,@HINDI MINES,1,1,0,0
1854_NM_pic.jpg,हम यहाँ वर्ल्ड कप जीतने आयें हैं कोई Warm नहीं समझे| up मैच,0,0,0,0
423_M_pic_3.jpg,लडकिया सेल्फी लेते समय,1,0,0,1
73_M_pic_1.jpg,Dono Kitne Pyaare Lage Rahe Hal,1,1,0,0
1878_NM_pic.jpg,Crush Blocks me ९९th time* Me from new account : Kashi haay,0,0,0,0
77_M_pic_1.jpg,Achchi Ladk Khusi Degi Buri Ladki Khusi Khushi Degi,1,1,0,0
728_NM_pic.jpg,Behanch६d १५ lak k bike be par in pha pripbki waiaha se meri १५ Gupye ki,0,0,0,0
2123_NM_pic.jpg,KVCJ HEIY DOODYBEGTETY,0,0,0,0
1768_M_pic_1.jpg,"This is The Difference between Restaurant & Dhaba 5 Food. von t Go for Look, Go for The Taste.",1,1,0,0
759_NM_pic.jpg,"Its too expensive, we can't ~ Ishita Roy Hum thodi der baad aatein hain buy",0,0,0,0
2039_M_pic_10.jpg,reaction of stepsister in porn when she caught you masturbating Jd,1,1,0,0
176_M_pic_1.jpg,Annaya pandeycnoevezbeokeeler utsav_O8 Co% pod,1,1,0,0
1596_NM_pic.jpg,"X ki Value batao.. Rogni Singh Sir, jaan thi vo Meri",0,0,0,0
231_M_pic_120.jpg,Two types of girls Leave me I'm tired Are you tired,1,1,1,0
2144_NM_pic.jpg,"When Everyone Is Becoming Cool After Watching Money Heist Me, Who Haven t Watched A Single Episode Trying To Impress My Crush Haan, Haan, Bella Ciao",0,0,0,0
303_NM_pic.jpg,Chalo le chale rumhe. Taaron ke Sheher mein.,0,0,0,0
251_NM_pic.jpg,Chal Bombay Meri Maa Se Milata Hu Chal,0,0,0,0
96_M_pic_1.jpg,c Jatn Gupta Humhare sharir me kamjor karva kar khud gym jaa rahi ho bewara farkpion7 Bsdnk  * osko fight krni poti nai boys sc thats y she IS going to gym,1,1,0,0
2273_NM_pic.jpg,Me God meri muma ki sabhi wish krdena Wo jo kahe man Lena Mom Bhgwan kare is Lockdown me iska phone tuat jaye UUUe God puri,0,0,0,0
1546_NM_pic.jpg,"आफरीन हैदरः कश्मीर की पहली महिला ताइक्चांडो एथलीट , देश के लिए ओलंपिक मेडल जीतना है सपना",0,0,0,0
2409_M_pic_1.jpg,SELL ME THIS PEN,1,1,0,0
2330_M_pic_1.jpg,When she start cumm & squeeze her thighs on your head but you still tryna eat it ०0 ing,1,1,0,0
2229_NM_pic.jpg,English Bolkar Dikhao To copy this Jio tone press star Meri post loge ya inki?,0,0,0,0
1764_M_pic_1.jpg,My monthly income My debts,1,1,0,0
2250_NM_pic.jpg,During eating Panipuri Me Bhaiya thoda aur Tikha banao Next in the Morning day,0,0,0,0
1608_M_pic_3.jpg,Y gh Hamari admin baki larkiyo jaisi nahi hai Le Hamari Admin,1,0,0,1
1952_M_pic_2.jpg,"need this sO when my man an attitude i can walk around in these and be like ""nah don t touch me got",1,0,1,0
75_M_pic_3.jpg,That grlwhosay Teri GAND mar dungi,1,0,0,1
977_M_pic_2.jpg,"Koi heels Basketball kaise keen skti hai?? 000 Woh stree hai , kuch V Kr skti hai s<",1,0,1,0
2377_NM_pic.jpg,Qappy or Sad? ARNAVCECUIA Ab kuch bhi feel nhi hotal,0,0,0,0
2544_M_pic_2.jpg,She: Jism usk pas h lekin Rooh hmesha tmhry pas rhegi WhatsApp Headquarter:,1,0,1,0
698_M_pic_2.jpg,Guys mai to shuru se hi... Bargaining Expert Hun ९०० Ki Dress 8९५ Mein Koi Lakar Dikhay,1,0,1,0
1360_M_pic_10.jpg,"""""0 <499 ० Is that girl coming with teddy bear?२२ ANO",1,1,0,0
1342_NM_pic.jpg,गर्लफ्रेंड की गोदी में सररख कर सोने का सपना. लगता है सपना ही रह जाएगा,0,0,0,0
1391_M_pic_1.jpg,"My Mind to me Khopdi Tod, Khopdi Tod",1,1,0,0
2157_NM_pic.jpg,रुपया अगर गिरा है तो टन्न की आवाज क्यों नही आयी!,0,0,0,0
2107_NM_pic.jpg,Ab hum cooker mein se chane nikaal lenge,0,0,0,0
